id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,uploads_playlist
YhmtBmyQt18,Python Skills You NEED Before Machine Learning,"🎓 These are two of the best beginner-friendly Python Machine Learning resources I recommend:
🔹  Python Data Fundamentals Track (Datacamp) (https://datacamp.pxf.io/ra7RyG)
🔹  ML Scientist with Python Track (Datacamp) (https://datacamp.pxf.io/55VKGn)

🔥 Get 25% OFF Datacamp with my exclusive link: https://datacamp.pxf.io/kOmVvM

If you want to get into machine learning, then you need to master certain python skills. This video provides a complete python roadmap, breaking down the programming skills that you need. This python tutorial will help you to learn python and prepare for data science.

DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim

⏳ Timestamps ⏳
00:00 | Overview
00:23 | Core Python Skills
01:26 | Data Handling & Analysis
02:33 | Interactive Learning & Resources
03:49 | Core SWE Tools
04:37 | Math (Optional)
05:18 | Machine Learning Foundations
06:08 | Deep Learning
06:55 | Real World ML
08:00 | LLMs (Bonus)
08:41 | Project & Portfolio

Hashtags
#Python #MachineLearning #SoftwareEngineer",2025-11-11T14:01:03Z,"tech with tim, python machine learning, machine learning tutorial, python ai development, machine learning course, machine learning skills, python data science, ml engineering, ai roadmap, data analysis python, machine learning projects, ai career guide, beginner machine learning, core python skills, data handling, interactive learning, swe tools, real world ml, llms, object oriented programming, lambdas, context managers, meta classes, git, github, PyTorch, FastAPI",27,en,en-CA,https://i.ytimg.com/vi/YhmtBmyQt18/default.jpg,https://i.ytimg.com/vi/YhmtBmyQt18/hqdefault.jpg,PT10M4S,17496,801,176,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
kENEXflpUGw,Building an AI agent in python!,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim

🎞 Video Resources 🎞

⏳ Timestamps ⏳

Hashtags",2025-11-10T19:55:30Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/kENEXflpUGw/default.jpg,https://i.ytimg.com/vi/kENEXflpUGw/hqdefault.jpg,PT1M14S,23130,494,7,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
FDz1ZcvUWpI,The 3 roadmaps for you to cover in Python!,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-09T19:57:20Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/FDz1ZcvUWpI/default.jpg,https://i.ytimg.com/vi/FDz1ZcvUWpI/hqdefault.jpg,PT54S,17878,566,11,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
KUPceyLgzeU,7 Python Anti Patterns to Avoid,"Get started with Airia today and register for a free account to start orchestrating your own AI agents: https://bit.ly/3KhdQOq

This video breaks down 7 Python Anti-Patterns that you need to avoid in your code. These patterns ""seem"" fine but can lead to devastating consequences if not handled properly.

DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim

🎞 Video Resources 🎞
Logging Video: https://www.youtube.com/watch?v=urrfJgHwIJA

⏳ Timestamps ⏳
00:00 | Overview
00:31 | Pattern 1
04:10 | Pattern 2
08:19 | Pattern 3 
10:50 | Pattern 4 
13:55 | Pattern 5
16:25 | Pattern 6
18:34 | Pattern 7

Hashtags
#Python #AntiPatterns #SoftwareEngineer",2025-11-08T18:52:26Z,"tech with tim, python, python syntax, time complexity, big-o notation, double equal sign, list comprehensions, dictionary comprehension, generator expression, context managers, file operations, logging, library utilities, mutable default arguements, python anti patterns, python coding mistakes, python developer tips, avoid anti patterns, python programming tips, software engineering anti patterns, advanced python tips, python troubleshooting",27,en,en-CA,https://i.ytimg.com/vi/KUPceyLgzeU/default.jpg,https://i.ytimg.com/vi/KUPceyLgzeU/hqdefault.jpg,PT21M56S,20835,712,48,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
EibDfhzNvzg,3 things you have to do as a programmer!,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-08T15:40:31Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/EibDfhzNvzg/default.jpg,https://i.ytimg.com/vi/EibDfhzNvzg/hqdefault.jpg,PT1M28S,11960,353,8,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
Z7Wg1tdgx9I,"If you're a software developer, watch this video!","DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-07T18:38:07Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/Z7Wg1tdgx9I/default.jpg,https://i.ytimg.com/vi/Z7Wg1tdgx9I/hqdefault.jpg,PT1M33S,32447,1041,18,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
N0go7bRXvfs,The only way you will stay motivated as a programer.,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-06T16:30:12Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/N0go7bRXvfs/default.jpg,https://i.ytimg.com/vi/N0go7bRXvfs/hqdefault.jpg,PT55S,15486,711,14,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
WPBXvDS-UEo,Is This the Fastest App Build Ever? (Base44 Demo),"In this video, I'm going to attempt to clone Airbnb in just ten minutes and get to a functional prototype. Of course, I'm going to be using AI and the platform I'm going to be testing in this video is Base 44.

Get started with Base44: https://base44.pxf.io/c/5252479/2049275/25619?trafcat=base

DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim?video=WPBXvDS-UEo

⏳ Timestamps ⏳
00:00 | Overview & Base44
01:25 | Prompting & Creation
06:00 | Analytics and Deployment

Hashtags
#Base44 #AIAgents #SoftwareEngineer",2025-11-06T13:01:06Z,"tech with tim, ai app builder, no code app development, base44 ai app, clone airbnb app, ai app creation tutorial, how to build ai apps, ai app builder demo, ai app development, ai tools for apps, build ios app with ai, base44 review, ai app builder review, ai app creation no code, top ai app builders, create ai apps easily, fast ai app builder, innovative ai app tools",27,en,en-CA,https://i.ytimg.com/vi/WPBXvDS-UEo/default.jpg,https://i.ytimg.com/vi/WPBXvDS-UEo/hqdefault.jpg,PT9M21S,18796,488,66,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
GUJuidMl5ls,Check the description for my full blueprint on how to land a high paying developer job.,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-05T18:15:01Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/GUJuidMl5ls/default.jpg,https://i.ytimg.com/vi/GUJuidMl5ls/hqdefault.jpg,PT46S,36243,714,28,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
aEivWuMUjzM,How to create a safe LLM on your computer.,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim

🎞 Video Resources 🎞

⏳ Timestamps ⏳

Hashtags",2025-11-04T19:51:18Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/aEivWuMUjzM/default.jpg,https://i.ytimg.com/vi/aEivWuMUjzM/hqdefault.jpg,PT54S,19219,543,4,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
g93XqSRxcAs,OpenAI’s New Agent Builder is Insane - Full Tutorial,"Get started with Rube today: https://rube.app/?utm_source=Social&utm_medium=Youtube&utm_campaign=2025-09&utm_content=Tech%20with%20Tim

Today I'm having a look at OpenAI's new agent builder. You can create some really interesting agents. I've been messing around with it, seeing what it's capable of and building a few agents of my own. I want to give you a quick demo and tutorial, and then share with you my thoughts.

DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim?video=g93XqSRxcAs

🎞 Video Resources 🎞
OpenAI Agent Builder: https://platform.openai.com/docs/guides/agent-builder

⏳ Timestamps ⏳
00:00 | Agent Builder Intro
01:00 | AgentKit Announcement & Info
05:21 | Advanced Agent Demo
09:29 | Tutorial & Agent Build 

Hashtags
#OpenAI #AgentBuilder #SoftwareEngineer",2025-11-04T13:59:12Z,"tech with tim, openai, agent builder, ai tutorial, openai agent, ai development, machine learning, ai tools, automation, ai programming, ai workflow, ai platform, tech tutorial, ai integration, artificial intelligence, ai customization, AgentKit, listviews, LLMs, OpenAI, ChatGPT",27,en,en-CA,https://i.ytimg.com/vi/g93XqSRxcAs/default.jpg,https://i.ytimg.com/vi/g93XqSRxcAs/hqdefault.jpg,PT30M45S,150215,417,19,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
oZICi5W8JIo,Have you used Langchain before?,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-03T22:48:13Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/oZICi5W8JIo/default.jpg,https://i.ytimg.com/vi/oZICi5W8JIo/hqdefault.jpg,PT36S,25012,561,6,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
T1TmHvJBUcE,What is a decorator in Python?,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim

🎞 Video Resources 🎞

⏳ Timestamps ⏳

Hashtags",2025-11-02T19:50:42Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/T1TmHvJBUcE/default.jpg,https://i.ytimg.com/vi/T1TmHvJBUcE/hqdefault.jpg,PT55S,22818,415,8,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
FLAzwdj2Ncw,Powerful advice from a proffesional developer.,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-11-01T20:15:33Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/FLAzwdj2Ncw/default.jpg,https://i.ytimg.com/vi/FLAzwdj2Ncw/hqdefault.jpg,PT59S,22922,716,9,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
cliZ-VzQxkE,I Let 3 AIs Compete to Build the Same App…,"Today, I'm putting three of the most hyped AI coding platforms to the test: Blitzy, Devin, and Factory AI. Now, each of these tools take a slightly different approach to building software. I'm going to give all three of them the exact same real world task, something the developers actually do in companies all the time. We're going to see which platform performs the best, and how much effort it takes from my end, the programmer.

DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim?video=cliZ-VzQxkE

🎞 Video Resources 🎞
Blitzy: https://blitzy.com/?utm_source=YouTube&utm_medium=Social&utm_campaign=Tech%20with%20Tim
Factory: https://factory.ai/
Devin: https://devin.ai/

AWS Card Demo Repo: https://aws.amazon.com/blogs/opensource/introducing-open-source-aws-carddemo-for-mainframe-modernization/
Blitzy SWE Bench: https://paper.blitzy.com/blitzy_system_2_ai_platform_topping_swe_bench_verified.pdf
Devin SWE Bench: https://cognition.ai/blog/swe-bench-technical-report
Factory SWE Bench: https://factory.ai/news/code-droid-technical-report

⏳ Timestamps ⏳
00:00 | Overview
00:52 | Demo Task
02:31 | Prompt
03:20 | SWE Bench Results
05:50 | Blitzy
11:35 | Devin
15:58 | Factory

Hashtags
#BlitzyAI #CognitionDevin #FactoryAI",2025-11-01T13:58:04Z,"tech with tim, ai platforms, blitzy ai, devin ai, factory ai, best ai platform, ai comparison, ai tools review, ai technology, ai software, ai debate, ai showcase, ai solutions, ai performance, ai industry, ai innovation, Amazon Web Service, software engineer, refactoring, backlog cleanup, AWS CardDemo, COBOL, CICS, VSAM, JCL, SWE bench, software engineering benchmark, documentation",27,en,en-CA,https://i.ytimg.com/vi/cliZ-VzQxkE/default.jpg,https://i.ytimg.com/vi/cliZ-VzQxkE/hqdefault.jpg,PT21M45S,1937717,526,28,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
1-Ic_HtNS_U,Should you use AI as a beginner developer?,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-10-31T21:26:18Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/1-Ic_HtNS_U/default.jpg,https://i.ytimg.com/vi/1-Ic_HtNS_U/hqdefault.jpg,PT49S,16400,403,16,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
Rq9GYPPkwPY,Is college ACTUALLY worth it?,"DevLaunch is my mentorship program where I personally help developers go beyond tutorials, build real-world projects, and actually land jobs. No fluff. Just real accountability, proven strategies, and hands-on guidance. Learn more here - https://training.devlaunch.us/tim",2025-10-30T19:24:22Z,tech with tim,27,en,en-CA,https://i.ytimg.com/vi/Rq9GYPPkwPY/default.jpg,https://i.ytimg.com/vi/Rq9GYPPkwPY/hqdefault.jpg,PT45S,11392,237,7,public,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,"I'm Tim, a self-taught developer & entrepreneur who brings you educational tech content without the fluff and noise. I went from a broke dropout working at McDonalds to making $100k+/month as a developer, travelling the world and moving to Dubai all before the age of 22. I've since helped thousands of aspiring developers land their first software engineering role and assisted mid-level devs land jobs at companies like google.

Max landed his first developer job 3 weeks after going through my training.
Youssef was laid off and landed a new role in 2 months while working with me.
Jamario landing competing job offers before graduating college.

If you want to learn more you can click the first link and watch my free training on how we help developers who already know how to code get hired by top tech companies.
",CA,https://yt3.ggpht.com/ytc/AIdro_k15oXl74WcnpdL-uVBv6IHBgAfXEEnpUiS-IoEyV1auyY=s800-c-k-c0x00ffffff-no-rj,1910000,1739,UU4JX40jDee_tINbkjycV4Sg
